partition	cluster	cluster_length	samples	lineage	clade_membership	first_seq_date	last_seq_date	timespan_days	n_Health_region	Health_region	S1_mutations
max_clade-2x1.0	15	8	Portugal/PT21715/2021,Portugal/PT21727/2021,Portugal/PT21719/2021,Portugal/PT21716/2021,Portugal/PT21725/2021,Portugal/PT21721/2021,Portugal/PT21717/2021,Portugal/PT21718/2021	BA.1 (100.0%) (n = 8)	21K (Omicron) (100.0%) (n = 8)	2021-11-27	2021-11-27	0	1	LX V TEJO (100.0%) (n = 8)	27.00 (100.0%) (n = 8)
max_clade-2x1.0	682	5	Portugal/PT22749/2021,Portugal/PT22982/2021,Portugal/PT23750/2021,Portugal/PT22890/2021,Portugal/PT22705/2021	AY.4.2 (100.0%) (n = 5)	21J (Delta) (100.0%) (n = 5)	2021-11-28	2021-12-13	15	3	ALGARVE (40.0%), LX V TEJO (40.0%), ALENTEJO (20.0%) (n = 5)	10.00 (80.0%), 11.00 (20.0%) (n = 5)
max_clade-2x1.0	393	4	Portugal/PT26877/2022,Portugal/PT26427/2022,Portugal/PT26662/2022,Portugal/PT26463/2022	BA.1.1 (100.0%) (n = 4)	21K (Omicron) (100.0%) (n = 4)	2022-01-23	2022-01-24	1	3	NORTE (50.0%), CENTRO (25.0%), LX V TEJO (25.0%) (n = 4)	28.00 (100.0%) (n = 4)
max_clade-2x1.0	496	5	Portugal/PT27046/2022,Portugal/PT27651/2022,Portugal/PT27048/2022,Portugal/PT27116/2022,Portugal/PT28009/2022	BA.1.1 (100.0%) (n = 5)	21K (Omicron) (100.0%) (n = 5)	2022-01-30	2022-02-07	8	1	ALENTEJO (100.0%) (n = 5)	28.00 (100.0%) (n = 5)
max_clade-2x1.0	517	6	Portugal/PT25379/2022,Portugal/PT25699/2022,Portugal/PT25702/2022,Portugal/PT25860/2022,Portugal/PT25935/2022,Portugal/PT27363/2022	BA.1 (100.0%) (n = 6)	21K (Omicron) (100.0%) (n = 6)	2022-01-09	2022-01-25	16	3	LX V TEJO (66.7%), ALENTEJO (16.7%), CENTRO (16.7%) (n = 6)	27.00 (100.0%) (n = 6)
max_clade-2x1.0	1294	5	Portugal/PT25868/2022,Portugal/PT24678/2021,Portugal/PT26498/2022,Portugal/PT25559/2022,Portugal/PT27647/2022	BA.1 (100.0%) (n = 5)	21K (Omicron) (100.0%) (n = 5)	2021-12-26	2022-02-07	43	3	LX V TEJO (60.0%), CENTRO (20.0%), ACORES-RA (20.0%) (n = 5)	27.00 (100.0%) (n = 5)
max_clade-2x1.0	1063	26	Portugal/PT25023/2022,Portugal/PT26715/2022,Portugal/PT26264/2022,Portugal/PT25729/2022,Portugal/PT25351/2022,Portugal/PT25402/2022,Portugal/PT25440/2022,Portugal/PT26189/2022,Portugal/PT26385/2022,Portugal/PT25963/2022,Portugal/PT26865/2022,Portugal/PT26402/2022,Portugal/PT27212/2022,Portugal/PT26181/2022,Portugal/PT26328/2022,Portugal/PT27073/2022,Portugal/PT26850/2022,Portugal/PT27508/2022,Portugal/PT27083/2022,Portugal/PT25613/2022,Portugal/PT27009/2022,Portugal/PT26883/2022,Portugal/PT27992/2022,Portugal/PT27879/2022,Portugal/PT26879/2022,Portugal/PT27010/2022	BA.1.1 (100.0%) (n = 26)	21K (Omicron) (100.0%) (n = 26)	2022-01-04	2022-02-06	33	6	ALENTEJO (26.9%), NORTE (23.1%), CENTRO (19.2%), ALGARVE (19.2%), LX V TEJO (7.7%), MADEIRA-RA (3.8%) (n = 26)	28.00 (100.0%) (n = 26)
max_clade-2x1.0	424	3	Portugal/PT20644/2021,Portugal/PT22160/2021,Portugal/PT23007/2021	AY.5 (100.0%) (n = 3)	21J (Delta) (100.0%) (n = 3)	2021-11-01	2021-12-05	34	2	LX V TEJO (66.7%), CENTRO (33.3%) (n = 3)	8.00 (66.7%), 7.00 (33.3%) (n = 3)
max_clade-2x1.0	156	4	Portugal/PT27458/2022,Portugal/PT27455/2022,Portugal/PT27939/2022,Portugal/PT27834/2022	BA.2 (100.0%) (n = 4)	21L (Omicron) (100.0%) (n = 4)	2022-02-01	2022-02-06	5	1	LX V TEJO (100.0%) (n = 4)	24.00 (100.0%) (n = 4)
max_clade-2x1.0	1268	24	Portugal/PT23376/2021,Portugal/PT24265/2021,Portugal/PT23357/2021,Portugal/PT23380/2021,Portugal/PT23377/2021,Portugal/PT23367/2021,Portugal/PT23374/2021,Portugal/PT23373/2021,Portugal/PT23389/2021,Portugal/PT24278/2021,Portugal/PT24775/2021,Portugal/PT24256/2021,Portugal/PT24251/2021,Portugal/PT23884/2021,Portugal/PT23876/2021,Portugal/PT23885/2021,Portugal/PT23900/2021,Portugal/PT23890/2021,Portugal/PT24760/2021,Portugal/PT25270/2022,Portugal/PT24254/2021,Portugal/PT24272/2021,Portugal/PT24276/2021,Portugal/PT24273/2021	AY.4 (100.0%) (n = 24)	21J (Delta) (100.0%) (n = 24)	2021-12-08	2022-01-03	26	1	MADEIRA-RA (100.0%) (n = 24)	8.00 (100.0%) (n = 24)
max_clade-2x1.0	951	2	Portugal/PT26792/2022,Portugal/PT26250/2022	BA.1.1 (100.0%) (n = 2)	21K (Omicron) (100.0%) (n = 2)	2022-01-17	2022-01-22	5	1	ACORES-RA (100.0%) (n = 2)	28.00 (100.0%) (n = 2)
max_clade-2x1.0	841	2	Portugal/PT23254/2021,Portugal/PT24007/2021	AY.5 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-12-07	2021-12-19	12	1	ALGARVE (100.0%) (n = 2)	7.00 (100.0%) (n = 2)
max_clade-2x1.0	477	3	Portugal/PT27216/2022,Portugal/PT25087/2022,Portugal/PT27546/2022	BA.1 (100.0%) (n = 3)	21K (Omicron) (100.0%) (n = 3)	2022-01-04	2022-02-01	28	2	NORTE (66.7%), ALGARVE (33.3%) (n = 3)	27.00 (100.0%) (n = 3)
max_clade-2x1.0	711	4	Portugal/PT26194/2022,Portugal/PT27874/2022,Portugal/PT27319/2022,Portugal/PT27383/2022	BA.1 (100.0%) (n = 4)	21K (Omicron) (100.0%) (n = 4)	2022-01-14	2022-02-08	25	2	CENTRO (50.0%), NORTE (50.0%) (n = 4)	27.00 (100.0%) (n = 4)
max_clade-2x1.0	988	4	Portugal/PT21530/2021,Portugal/PT21541/2021,Portugal/PT21520/2021,Portugal/PT21521/2021	AY.124.1 (100.0%) (n = 4)	21J (Delta) (100.0%) (n = 4)	2021-11-14	2021-11-15	1	1	ACORES-RA (100.0%) (n = 4)	8.00 (100.0%) (n = 4)
max_clade-2x1.0	732	2	Portugal/PT23233/2021,Portugal/PT23754/2021	AY.5 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-12-05	2021-12-13	8	1	ALGARVE (100.0%) (n = 2)	7.00 (100.0%) (n = 2)
max_clade-2x1.0	592	2	Portugal/PT27155/2022,Portugal/PT27156/2022	BA.1 (100.0%) (n = 2)	21K (Omicron) (100.0%) (n = 2)	2022-02-01	2022-02-01	0	2	CENTRO (50.0%), LX V TEJO (50.0%) (n = 2)	27.00 (100.0%) (n = 2)
max_clade-2x1.0	973	2	Portugal/PT22217/2021,Portugal/PT25301/2022	AY.43 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-22	2022-01-04	43	2	ALENTEJO (50.0%), LX V TEJO (50.0%) (n = 2)	7.00 (100.0%) (n = 2)
max_clade-2x1.0	743	5	Portugal/PT21902/2021,Portugal/PT21461/2021,Portugal/PT21901/2021,Portugal/PT22704/2021,Portugal/PT24009/2021	AY.43 (100.0%) (n = 5)	21J (Delta) (100.0%) (n = 5)	2021-11-15	2021-12-19	34	1	ALGARVE (100.0%) (n = 5)	8.00 (100.0%) (n = 5)
max_clade-2x1.0	350	2	Portugal/PT20482/2021,Portugal/PT22164/2021	AY.124 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-02	2021-11-21	19	2	CENTRO (50.0%), LX V TEJO (50.0%) (n = 2)	12.00 (50.0%), 10.00 (50.0%) (n = 2)
max_clade-2x1.0	968	2	Portugal/PT20657/2021,Portugal/PT21095/2021	AY.43 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-02	2021-11-08	6	1	NORTE (100.0%) (n = 2)	7.00 (100.0%) (n = 2)
max_clade-2x1.0	811	2	Portugal/PT25128/2022,Portugal/PT27788/2022	BA.1 (100.0%) (n = 2)	21K (Omicron) (100.0%) (n = 2)	2022-01-02	2022-02-07	36	2	NORTE (50.0%), ACORES-RA (50.0%) (n = 2)	27.00 (100.0%) (n = 2)
max_clade-2x1.0	586	2	Portugal/PT22173/2021,Portugal/PT21840/2021	AY.4 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-20	2021-11-23	3	2	ALENTEJO (50.0%), LX V TEJO (50.0%) (n = 2)	8.00 (100.0%) (n = 2)
max_clade-2x1.0	361	2	Portugal/PT21991/2021,Portugal/PT22425/2021	AY.120 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-20	2021-11-26	6	1	NORTE (100.0%) (n = 2)	8.00 (100.0%) (n = 2)
max_clade-2x1.0	643	3	Portugal/PT22805/2021,Portugal/PT24159/2021,Portugal/PT22814/2021	AY.42 (100.0%) (n = 3)	21J (Delta) (100.0%) (n = 3)	2021-11-29	2021-12-20	21	2	CENTRO (66.7%), NORTE (33.3%) (n = 3)	8.00 (100.0%) (n = 3)
max_clade-2x1.0	1246	2	Portugal/PT21483/2021,Portugal/PT22024/2021	AY.4 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-16	2021-11-17	1	2	ALGARVE (50.0%), CENTRO (50.0%) (n = 2)	8.00 (100.0%) (n = 2)
max_clade-2x1.0	439	2	Portugal/PT23794/2021,Portugal/PT23795/2021	AY.43 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-12-06	2021-12-06	0	1	ACORES-RA (100.0%) (n = 2)	8.00 (100.0%) (n = 2)
max_clade-2x1.0	1134	2	Portugal/PT24069/2021,Portugal/PT24286/2021	BA.1 (100.0%) (n = 2)	21K (Omicron) (100.0%) (n = 2)	2021-12-20	2021-12-21	1	2	CENTRO (50.0%), NORTE (50.0%) (n = 2)	27.00 (100.0%) (n = 2)
max_clade-2x1.0	1295	2	Portugal/PT25164/2022,Portugal/PT25620/2022	BA.1 (100.0%) (n = 2)	21K (Omicron) (100.0%) (n = 2)	2022-01-03	2022-01-09	6	1	ACORES-RA (100.0%) (n = 2)	27.00 (100.0%) (n = 2)
max_clade-2x1.0	784	3	Portugal/PT20586/2021,Portugal/PT20589/2021,Portugal/PT20590/2021	AY.4 (100.0%) (n = 3)	21J (Delta) (100.0%) (n = 3)	2021-11-01	2021-11-01	0	1	MADEIRA-RA (100.0%) (n = 3)	8.00 (100.0%) (n = 3)
max_clade-2x1.0	640	4	Portugal/PT24569/2021,Portugal/PT22294/2021,Portugal/PT23783/2021,Portugal/PT23010/2021	AY.121 (100.0%) (n = 4)	21J (Delta) (100.0%) (n = 4)	2021-11-25	2021-12-28	33	2	CENTRO (75.0%), LX V TEJO (25.0%) (n = 4)	8.00 (100.0%) (n = 4)
max_clade-2x1.0	75	3	Portugal/PT27955/2022,Portugal/PT27497/2022,Portugal/PT27967/2022	BA.1.1 (100.0%) (n = 3)	21K (Omicron) (100.0%) (n = 3)	2022-01-30	2022-02-06	7	1	ACORES-RA (100.0%) (n = 3)	28.00 (100.0%) (n = 3)
max_clade-2x1.0	624	13	Portugal/PT21273/2021,Portugal/PT21237/2021,Portugal/PT21254/2021,Portugal/PT21266/2021,Portugal/PT21736/2021,Portugal/PT21729/2021,Portugal/PT22910/2021,Portugal/PT22931/2021,Portugal/PT23543/2021,Portugal/PT22919/2021,Portugal/PT24338/2021,Portugal/PT22912/2021,Portugal/PT22918/2021	AY.122 (100.0%) (n = 13)	21J (Delta) (100.0%) (n = 13)	2021-11-14	2021-12-19	35	2	ALENTEJO (92.3%), ALGARVE (7.7%) (n = 13)	7.00 (100.0%) (n = 13)
max_clade-2x1.0	1297	2	Portugal/PT24949/2022,Portugal/PT27711/2022	BA.1 (100.0%) (n = 2)	21K (Omicron) (100.0%) (n = 2)	2022-01-03	2022-02-07	35	2	CENTRO (50.0%), LX V TEJO (50.0%) (n = 2)	27.00 (100.0%) (n = 2)
max_clade-2x1.0	1050	2	Portugal/PT25751/2022,Portugal/PT25763/2022	BA.1 (100.0%) (n = 2)	21K (Omicron) (100.0%) (n = 2)	2022-01-09	2022-01-11	2	1	ALENTEJO (100.0%) (n = 2)	27.00 (100.0%) (n = 2)
max_clade-2x1.0	1334	3	Portugal/PT27659/2022,Portugal/PT25322/2022,Portugal/PT25995/2022	BA.1 (100.0%) (n = 3)	21K (Omicron) (100.0%) (n = 3)	2022-01-03	2022-02-08	36	2	LX V TEJO (66.7%), ALENTEJO (33.3%) (n = 3)	27.00 (100.0%) (n = 3)
max_clade-2x1.0	148	2	Portugal/PT23258/2021,Portugal/PT23259/2021	AY.121 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-12-07	2021-12-07	0	1	ALGARVE (100.0%) (n = 2)	8.00 (100.0%) (n = 2)
max_clade-2x1.0	782	3	Portugal/PT22524/2021,Portugal/PT22737/2021,Portugal/PT22732/2021	AY.127 (100.0%) (n = 3)	21J (Delta) (100.0%) (n = 3)	2021-11-28	2021-11-30	2	2	ACORES-RA (66.7%), LX V TEJO (33.3%) (n = 3)	9.00 (100.0%) (n = 3)
max_clade-2x1.0	255	2	Portugal/PT21277/2021,Portugal/PT23107/2021	AY.43 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-14	2021-12-06	22	2	LX V TEJO (50.0%), NORTE (50.0%) (n = 2)	8.00 (100.0%) (n = 2)
max_clade-2x1.0	134	4	Portugal/PT21333/2021,Portugal/PT22949/2021,Portugal/PT22947/2021,Portugal/PT22941/2021	AY.26 (100.0%) (n = 4)	21I (Delta) (100.0%) (n = 4)	2021-11-16	2021-12-06	20	1	CENTRO (100.0%) (n = 4)	8.00 (100.0%) (n = 4)
max_clade-2x1.0	1201	2	Portugal/PT25325/2022,Portugal/PT25332/2022	BA.1 (100.0%) (n = 2)	21K (Omicron) (100.0%) (n = 2)	2022-01-04	2022-01-08	4	1	LX V TEJO (100.0%) (n = 2)	27.00 (100.0%) (n = 2)
max_clade-2x1.0	1037	2	Portugal/PT22344/2021,Portugal/PT22555/2021	AY.102 (50.0%), AY.46 (50.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-27	2021-11-28	1	1	LX V TEJO (100.0%) (n = 2)	8.00 (100.0%) (n = 2)
max_clade-2x1.0	344	2	Portugal/PT20293/2021,Portugal/PT20289/2021	AY.103 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-02	2021-11-02	0	1	ALENTEJO (100.0%) (n = 2)	9.00 (100.0%) (n = 2)
max_clade-2x1.0	584	2	Portugal/PT21488/2021,Portugal/PT21487/2021	AY.4 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-16	2021-11-16	0	1	ALGARVE (100.0%) (n = 2)	8.00 (100.0%) (n = 2)
max_clade-2x1.0	767	2	Portugal/PT21368/2021,Portugal/PT20930/2021	AY.124.1 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-08	2021-11-15	7	2	CENTRO (50.0%), NORTE (50.0%) (n = 2)	8.00 (100.0%) (n = 2)
max_clade-2x1.0	126	5	Portugal/PT24600/2021,Portugal/PT25484/2022,Portugal/PT25507/2022,Portugal/PT27270/2022,Portugal/PT25349/2022	BA.1 (100.0%) (n = 5)	21K (Omicron) (100.0%) (n = 5)	2021-12-26	2022-01-31	36	2	NORTE (80.0%), CENTRO (20.0%) (n = 5)	28.00 (100.0%) (n = 5)
max_clade-2x1.0	329	2	Portugal/PT21985/2021,Portugal/PT21987/2021	AY.43 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-22	2021-11-23	1	1	NORTE (100.0%) (n = 2)	7.00 (100.0%) (n = 2)
max_clade-2x1.0	960	5	Portugal/PT27957/2022,Portugal/PT25296/2022,Portugal/PT25278/2022,Portugal/PT25049/2022,Portugal/PT25282/2022	BA.1 (100.0%) (n = 5)	21K (Omicron) (100.0%) (n = 5)	2022-01-03	2022-02-06	34	3	ALENTEJO (40.0%), MADEIRA-RA (40.0%), ACORES-RA (20.0%) (n = 5)	27.00 (100.0%) (n = 5)
max_clade-2x1.0	1215	4	Portugal/PT24014/2021,Portugal/PT24554/2021,Portugal/PT24539/2021,Portugal/PT24559/2021	AY.4.2 (75.0%), AY.4.2.2 (25.0%) (n = 4)	21J (Delta) (100.0%) (n = 4)	2021-12-19	2021-12-27	8	1	ALGARVE (100.0%) (n = 4)	10.00 (100.0%) (n = 4)
max_clade-2x1.0	969	2	Portugal/PT21434/2021,Portugal/PT21699/2021	AY.43.5 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-15	2021-11-16	1	2	CENTRO (50.0%), NORTE (50.0%) (n = 2)	8.00 (100.0%) (n = 2)
max_clade-2x1.0	926	2	Portugal/PT24464/2021,Portugal/PT25055/2022	B.1.617.2 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-12-26	2022-01-04	9	1	ALENTEJO (100.0%) (n = 2)	8.00 (50.0%), 9.00 (50.0%) (n = 2)
max_clade-2x1.0	821	5	Portugal/PT24966/2022,Portugal/PT25113/2022,Portugal/PT27797/2022,Portugal/PT26127/2022,Portugal/PT26125/2022	BA.1 (100.0%) (n = 5)	21K (Omicron) (100.0%) (n = 5)	2022-01-03	2022-02-08	36	2	NORTE (60.0%), ALGARVE (40.0%) (n = 5)	27.00 (100.0%) (n = 5)
max_clade-2x1.0	143	2	Portugal/PT23869/2021,Portugal/PT23868/2021	AY.121 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-12-14	2021-12-14	0	1	MADEIRA-RA (100.0%) (n = 2)	9.00 (100.0%) (n = 2)
max_clade-2x1.0	111	4	Portugal/PT26609/2022,Portugal/PT25626/2022,Portugal/PT25180/2022,Portugal/PT27925/2022	BA.1 (100.0%) (n = 4)	21K (Omicron) (100.0%) (n = 4)	2022-01-03	2022-02-02	30	3	CENTRO (50.0%), NORTE (25.0%), ACORES-RA (25.0%) (n = 4)	27.00 (100.0%) (n = 4)
max_clade-2x1.0	955	4	Portugal/PT25183/2022,Portugal/PT24999/2022,Portugal/PT24995/2022,Portugal/PT24968/2022	BA.1 (100.0%) (n = 4)	21K (Omicron) (100.0%) (n = 4)	2022-01-03	2022-01-03	0	2	NORTE (75.0%), CENTRO (25.0%) (n = 4)	27.00 (100.0%) (n = 4)
max_clade-2x1.0	936	3	Portugal/PT21021/2021,Portugal/PT22189/2021,Portugal/PT22188/2021	AY.4 (100.0%) (n = 3)	21J (Delta) (100.0%) (n = 3)	2021-11-09	2021-11-22	13	1	MADEIRA-RA (100.0%) (n = 3)	9.00 (100.0%) (n = 3)
max_clade-2x1.0	190	3	Portugal/PT22375/2021,Portugal/PT23793/2021,Portugal/PT23218/2021	AY.98.1 (100.0%) (n = 3)	21J (Delta) (100.0%) (n = 3)	2021-11-29	2021-12-06	7	2	ACORES-RA (66.7%), NORTE (33.3%) (n = 3)	9.00 (100.0%) (n = 3)
max_clade-2x1.0	279	2	Portugal/PT20288/2021,Portugal/PT20296/2021	AY.42 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-01	2021-11-02	1	1	ALENTEJO (100.0%) (n = 2)	8.00 (100.0%) (n = 2)
max_clade-2x1.0	1040	2	Portugal/PT23630/2021,Portugal/PT23631/2021	AY.4 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-12-13	2021-12-13	0	1	NORTE (100.0%) (n = 2)	8.00 (100.0%) (n = 2)
max_clade-2x1.0	894	4	Portugal/PT25265/2022,Portugal/PT25039/2022,Portugal/PT26654/2022,Portugal/PT26794/2022	BA.1 (100.0%) (n = 4)	21K (Omicron) (100.0%) (n = 4)	2022-01-03	2022-01-24	21	4	LX V TEJO (25.0%), MADEIRA-RA (25.0%), NORTE (25.0%), ACORES-RA (25.0%) (n = 4)	27.00 (75.0%), 28.00 (25.0%) (n = 4)
max_clade-2x1.0	1304	3	Portugal/PT25601/2022,Portugal/PT25617/2022,Portugal/PT25614/2022	BA.1 (100.0%) (n = 3)	21K (Omicron) (100.0%) (n = 3)	2022-01-10	2022-01-11	1	1	ALENTEJO (100.0%) (n = 3)	27.00 (100.0%) (n = 3)
max_clade-2x1.0	1135	2	Portugal/PT26683/2022,Portugal/PT27697/2022	BA.1 (100.0%) (n = 2)	21K (Omicron) (100.0%) (n = 2)	2022-01-24	2022-02-06	13	2	CENTRO (50.0%), ALENTEJO (50.0%) (n = 2)	27.00 (100.0%) (n = 2)
max_clade-2x1.0	876	3	Portugal/PT25713/2022,Portugal/PT25347/2022,Portugal/PT26833/2022	BA.1 (100.0%) (n = 3)	21K (Omicron) (100.0%) (n = 3)	2022-01-08	2022-01-24	16	3	CENTRO (33.3%), NORTE (33.3%), ALGARVE (33.3%) (n = 3)	27.00 (100.0%) (n = 3)
max_clade-2x1.0	1331	44	Portugal/PT27686/2022,Portugal/PT27638/2022,Portugal/PT27727/2022,Portugal/PT27720/2022,Portugal/PT25564/2022,Portugal/PT24985/2022,Portugal/PT25038/2022,Portugal/PT25580/2022,Portugal/PT25724/2022,Portugal/PT25338/2022,Portugal/PT25670/2022,Portugal/PT25356/2022,Portugal/PT25806/2022,Portugal/PT25815/2022,Portugal/PT26141/2022,Portugal/PT26002/2022,Portugal/PT26249/2022,Portugal/PT26460/2022,Portugal/PT26135/2022,Portugal/PT26636/2022,Portugal/PT26450/2022,Portugal/PT25941/2022,Portugal/PT26900/2022,Portugal/PT26390/2022,Portugal/PT26506/2022,Portugal/PT27766/2022,Portugal/PT27425/2022,Portugal/PT26547/2022,Portugal/PT27354/2022,Portugal/PT26867/2022,Portugal/PT26909/2022,Portugal/PT27128/2022,Portugal/PT26549/2022,Portugal/PT27238/2022,Portugal/PT26812/2022,Portugal/PT26845/2022,Portugal/PT27477/2022,Portugal/PT26706/2022,Portugal/PT26485/2022,Portugal/PT27457/2022,Portugal/PT26864/2022,Portugal/PT27787/2022,Portugal/PT26571/2022,Portugal/PT27981/2022	BA.1 (100.0%) (n = 44)	21K (Omicron) (100.0%) (n = 44)	2022-01-04	2022-02-08	35	7	LX V TEJO (27.3%), ALGARVE (18.2%), ALENTEJO (18.2%), ACORES-RA (13.6%), NORTE (9.1%), CENTRO (6.8%), MADEIRA-RA (6.8%) (n = 44)	27.00 (100.0%) (n = 44)
max_clade-2x1.0	639	2	Portugal/PT21655/2021,Portugal/PT21656/2021	AY.43 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-14	2021-11-14	0	1	NORTE (100.0%) (n = 2)	8.00 (100.0%) (n = 2)
max_clade-2x1.0	172	2	Portugal/PT24686/2021,Portugal/PT24687/2021	BA.1.1 (100.0%) (n = 2)	21K (Omicron) (100.0%) (n = 2)	2021-12-27	2021-12-27	0	1	ACORES-RA (100.0%) (n = 2)	28.00 (100.0%) (n = 2)
max_clade-2x1.0	257	3	Portugal/PT21796/2021,Portugal/PT21795/2021,Portugal/PT22327/2021	AY.34.1 (100.0%) (n = 3)	21J (Delta) (100.0%) (n = 3)	2021-11-20	2021-11-28	8	1	LX V TEJO (100.0%) (n = 3)	9.00 (100.0%) (n = 3)
max_clade-2x1.0	1264	8	Portugal/PT23453/2021,Portugal/PT23593/2021,Portugal/PT23548/2021,Portugal/PT23484/2021,Portugal/PT23418/2021,Portugal/PT23435/2021,Portugal/PT24646/2021,Portugal/PT24449/2021	BA.1 (100.0%) (n = 8)	21K (Omicron) (100.0%) (n = 8)	2021-12-11	2021-12-27	16	2	LX V TEJO (87.5%), ALENTEJO (12.5%) (n = 8)	27.00 (100.0%) (n = 8)
max_clade-2x1.0	199	2	Portugal/PT20402/2021,Portugal/PT20652/2021	AY.34.1 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-01	2021-11-02	1	1	NORTE (100.0%) (n = 2)	9.00 (100.0%) (n = 2)
max_clade-2x1.0	375	2	Portugal/PT24565/2021,Portugal/PT26412/2022	BA.1 (100.0%) (n = 2)	21K (Omicron) (100.0%) (n = 2)	2021-12-27	2022-01-17	21	2	CENTRO (50.0%), NORTE (50.0%) (n = 2)	27.00 (100.0%) (n = 2)
max_clade-2x1.0	959	2	Portugal/PT27076/2022,Portugal/PT27079/2022	BA.1 (100.0%) (n = 2)	21K (Omicron) (100.0%) (n = 2)	2022-01-31	2022-02-01	1	1	ALENTEJO (100.0%) (n = 2)	27.00 (100.0%) (n = 2)
max_clade-2x1.0	1193	2	Portugal/PT26429/2022,Portugal/PT27108/2022	BA.1 (100.0%) (n = 2)	21K (Omicron) (100.0%) (n = 2)	2022-01-24	2022-01-31	7	1	CENTRO (100.0%) (n = 2)	27.00 (100.0%) (n = 2)
max_clade-2x1.0	239	2	Portugal/PT26038/2022,Portugal/PT26039/2022	BA.1 (100.0%) (n = 2)	21K (Omicron) (100.0%) (n = 2)	2022-01-17	2022-01-17	0	1	ALENTEJO (100.0%) (n = 2)	27.00 (100.0%) (n = 2)
max_clade-2x1.0	670	5	Portugal/PT23515/2021,Portugal/PT23525/2021,Portugal/PT21812/2021,Portugal/PT22598/2021,Portugal/PT22073/2021	AY.4 (100.0%) (n = 5)	21J (Delta) (100.0%) (n = 5)	2021-11-22	2021-12-13	21	2	CENTRO (80.0%), LX V TEJO (20.0%) (n = 5)	8.00 (100.0%) (n = 5)
max_clade-2x1.0	1180	2	Portugal/PT25434/2022,Portugal/PT27986/2022	BA.1 (100.0%) (n = 2)	21K (Omicron) (100.0%) (n = 2)	2022-01-09	2022-02-06	28	2	ALGARVE (50.0%), ALENTEJO (50.0%) (n = 2)	27.00 (100.0%) (n = 2)
max_clade-2x1.0	1326	3	Portugal/PT26243/2022,Portugal/PT26805/2022,Portugal/PT26811/2022	BA.1 (100.0%) (n = 3)	21K (Omicron) (100.0%) (n = 3)	2022-01-17	2022-01-25	8	1	ACORES-RA (100.0%) (n = 3)	27.00 (100.0%) (n = 3)
max_clade-2x1.0	443	8	Portugal/PT22610/2021,Portugal/PT22614/2021,Portugal/PT22962/2021,Portugal/PT22963/2021,Portugal/PT22609/2021,Portugal/PT22611/2021,Portugal/PT22608/2021,Portugal/PT22613/2021	AY.103 (100.0%) (n = 8)	21J (Delta) (100.0%) (n = 8)	2021-11-26	2021-12-03	7	1	ALENTEJO (100.0%) (n = 8)	9.00 (100.0%) (n = 8)
max_clade-2x1.0	789	4	Portugal/PT23559/2021,Portugal/PT24030/2021,Portugal/PT24523/2021,Portugal/PT24517/2021	AY.4.2.1 (100.0%) (n = 4)	21J (Delta) (100.0%) (n = 4)	2021-12-13	2021-12-26	13	2	ALGARVE (75.0%), ALENTEJO (25.0%) (n = 4)	11.00 (75.0%), 12.00 (25.0%) (n = 4)
max_clade-2x1.0	146	2	Portugal/PT23358/2021,Portugal/PT23359/2021	AY.121 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-12-08	2021-12-08	0	1	MADEIRA-RA (100.0%) (n = 2)	8.00 (100.0%) (n = 2)
