partition	cluster	cluster_length	samples	lineage	clade_membership	first_seq_date	last_seq_date	timespan_days	n_Health_region	Health_region	S1_mutations
root_dist-47x1.0	98	6	Portugal/PT23099/2021,Portugal/PT21583/2021,Portugal/PT21728/2021,Portugal/PT22524/2021,Portugal/PT22737/2021,Portugal/PT22732/2021	AY.127 (100.0%) (n = 6)	21J (Delta) (100.0%) (n = 6)	2021-11-14	2021-12-05	21	3	LX V TEJO (50.0%), ACORES-RA (33.3%), NORTE (16.7%) (n = 6)	8.00 (50.0%), 9.00 (50.0%) (n = 6)
root_dist-47x1.0	97	11	Portugal/PT21633/2021,Portugal/PT21637/2021,Portugal/PT21592/2021,Portugal/PT21626/2021,Portugal/PT21594/2021,Portugal/PT21635/2021,Portugal/PT22307/2021,Portugal/PT22247/2021,Portugal/PT21838/2021,Portugal/PT22245/2021,Portugal/PT22248/2021	AY.127 (100.0%) (n = 11)	21J (Delta) (100.0%) (n = 11)	2021-11-15	2021-11-27	12	1	ALENTEJO (100.0%) (n = 11)	9.00 (100.0%) (n = 11)
root_dist-47x1.0	57	4	Portugal/PT21675/2021,Portugal/PT21691/2021,Portugal/PT23140/2021,Portugal/PT23123/2021	B.1.617.2 (75.0%), AY.102 (25.0%) (n = 4)	21J (Delta) (100.0%) (n = 4)	2021-11-16	2021-12-06	20	2	NORTE (75.0%), LX V TEJO (25.0%) (n = 4)	8.00 (100.0%) (n = 4)
root_dist-47x1.0	36	3	Portugal/PT20791/2021,Portugal/PT20786/2021,Portugal/PT23264/2021	AY.125 (100.0%) (n = 3)	21J (Delta) (100.0%) (n = 3)	2021-11-08	2021-12-08	30	1	ALGARVE (100.0%) (n = 3)	10.00 (100.0%) (n = 3)
root_dist-47x1.0	112	2	Portugal/PT20796/2021,Portugal/PT23760/2021	AY.4 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-09	2021-12-14	35	1	ALGARVE (100.0%) (n = 2)	8.00 (100.0%) (n = 2)
root_dist-47x1.0	48	5	Portugal/PT23556/2021,Portugal/PT23461/2021,Portugal/PT23462/2021,Portugal/PT23555/2021,Portugal/PT25079/2022	AY.103 (100.0%) (n = 5)	21J (Delta) (100.0%) (n = 5)	2021-12-13	2022-01-02	20	2	ALENTEJO (80.0%), CENTRO (20.0%) (n = 5)	9.00 (100.0%) (n = 5)
root_dist-47x1.0	45	2	Portugal/PT21285/2021,Portugal/PT23115/2021	AY.103 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-15	2021-12-04	19	2	CENTRO (50.0%), LX V TEJO (50.0%) (n = 2)	9.00 (100.0%) (n = 2)
root_dist-47x1.0	12	2	Portugal/PT21985/2021,Portugal/PT21987/2021	AY.43 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-22	2021-11-23	1	1	NORTE (100.0%) (n = 2)	7.00 (100.0%) (n = 2)
root_dist-47x1.0	64	7	Portugal/PT20702/2021,Portugal/PT20997/2021,Portugal/PT20643/2021,Portugal/PT20690/2021,Portugal/PT21096/2021,Portugal/PT21104/2021,Portugal/PT21106/2021	AY.124 (100.0%) (n = 7)	21J (Delta) (100.0%) (n = 7)	2021-11-01	2021-11-09	8	1	CENTRO (100.0%) (n = 7)	10.00 (100.0%) (n = 7)
root_dist-47x1.0	138	3	Portugal/PT21973/2021,Portugal/PT20831/2021,Portugal/PT21972/2021	AY.99.2 (100.0%) (n = 3)	21J (Delta) (100.0%) (n = 3)	2021-11-08	2021-11-19	11	1	LX V TEJO (100.0%) (n = 3)	7.00 (100.0%) (n = 3)
root_dist-47x1.0	65	2	Portugal/PT20482/2021,Portugal/PT22164/2021	AY.124 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-02	2021-11-21	19	2	CENTRO (50.0%), LX V TEJO (50.0%) (n = 2)	12.00 (50.0%), 10.00 (50.0%) (n = 2)
root_dist-47x1.0	66	3	Portugal/PT21003/2021,Portugal/PT22242/2021,Portugal/PT21408/2021	AY.124 (100.0%) (n = 3)	21J (Delta) (100.0%) (n = 3)	2021-11-09	2021-11-23	14	3	CENTRO (33.3%), LX V TEJO (33.3%), NORTE (33.3%) (n = 3)	10.00 (100.0%) (n = 3)
root_dist-47x1.0	62	5	Portugal/PT21652/2021,Portugal/PT21644/2021,Portugal/PT21841/2021,Portugal/PT21844/2021,Portugal/PT21852/2021	AY.124 (100.0%) (n = 5)	21J (Delta) (100.0%) (n = 5)	2021-11-14	2021-11-23	9	1	ALENTEJO (100.0%) (n = 5)	9.00 (100.0%) (n = 5)
root_dist-47x1.0	95	5	Portugal/PT22794/2021,Portugal/PT21568/2021,Portugal/PT21709/2021,Portugal/PT22046/2021,Portugal/PT22793/2021	AY.91 (100.0%) (n = 5)	21J (Delta) (100.0%) (n = 5)	2021-11-14	2021-11-28	14	2	CENTRO (80.0%), NORTE (20.0%) (n = 5)	8.00 (100.0%) (n = 5)
root_dist-47x1.0	37	2	Portugal/PT20681/2021,Portugal/PT21385/2021	AY.125 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-09	2021-11-14	5	1	NORTE (100.0%) (n = 2)	8.00 (100.0%) (n = 2)
root_dist-47x1.0	128	2	Portugal/PT22205/2021,Portugal/PT22204/2021	AY.4 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-22	2021-11-22	0	1	MADEIRA-RA (100.0%) (n = 2)	9.00 (100.0%) (n = 2)
root_dist-47x1.0	26	6	Portugal/PT22030/2021,Portugal/PT21399/2021,Portugal/PT22261/2021,Portugal/PT22803/2021,Portugal/PT22264/2021,Portugal/PT22262/2021	AY.98.1 (100.0%) (n = 6)	21J (Delta) (100.0%) (n = 6)	2021-11-14	2021-11-28	14	2	CENTRO (83.3%), NORTE (16.7%) (n = 6)	8.00 (100.0%) (n = 6)
root_dist-47x1.0	43	3	Portugal/PT20246/2021,Portugal/PT22367/2021,Portugal/PT23648/2021	AY.103 (100.0%) (n = 3)	21J (Delta) (100.0%) (n = 3)	2021-11-02	2021-12-13	41	2	NORTE (66.7%), LX V TEJO (33.3%) (n = 3)	9.00 (100.0%) (n = 3)
root_dist-47x1.0	61	2	Portugal/PT23468/2021,Portugal/PT23786/2021	AY.124 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-12-14	2021-12-14	0	2	ALENTEJO (50.0%), CENTRO (50.0%) (n = 2)	9.00 (100.0%) (n = 2)
root_dist-47x1.0	92	4	Portugal/PT21711/2021,Portugal/PT21898/2021,Portugal/PT23751/2021,Portugal/PT23740/2021	AY.117 (100.0%) (n = 4)	21J (Delta) (100.0%) (n = 4)	2021-11-15	2021-12-13	28	2	ALGARVE (75.0%), NORTE (25.0%) (n = 4)	9.00 (100.0%) (n = 4)
root_dist-47x1.0	123	2	Portugal/PT21909/2021,Portugal/PT22707/2021	AY.4.2.2 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-23	2021-11-30	7	1	ALGARVE (100.0%) (n = 2)	11.00 (100.0%) (n = 2)
root_dist-47x1.0	8	3	Portugal/PT21992/2021,Portugal/PT21993/2021,Portugal/PT22857/2021	AY.122 (100.0%) (n = 3)	21J (Delta) (100.0%) (n = 3)	2021-11-20	2021-12-04	14	2	NORTE (66.7%), LX V TEJO (33.3%) (n = 3)	8.00 (100.0%) (n = 3)
root_dist-47x1.0	33	9	Portugal/PT21248/2021,Portugal/PT21752/2021,Portugal/PT21247/2021,Portugal/PT21249/2021,Portugal/PT20902/2021,Portugal/PT21243/2021,Portugal/PT21597/2021,Portugal/PT21270/2021,Portugal/PT21244/2021	AY.6 (100.0%) (n = 9)	21J (Delta) (100.0%) (n = 9)	2021-11-09	2021-11-22	13	1	ALENTEJO (100.0%) (n = 9)	7.00 (100.0%) (n = 9)
root_dist-47x1.0	21	9	Portugal/PT23087/2021,Portugal/PT20910/2021,Portugal/PT21433/2021,Portugal/PT23779/2021,Portugal/PT24617/2021,Portugal/PT20470/2021,Portugal/PT24598/2021,Portugal/PT21659/2021,Portugal/PT22516/2021	AY.94 (88.9%), B.1.617.2 (11.1%) (n = 9)	21J (Delta) (100.0%) (n = 9)	2021-11-02	2021-12-27	55	2	NORTE (55.6%), CENTRO (44.4%) (n = 9)	7.00 (55.6%), 8.00 (44.4%) (n = 9)
root_dist-47x1.0	39	3	Portugal/PT22879/2021,Portugal/PT22878/2021,Portugal/PT22880/2021	AY.121 (100.0%) (n = 3)	21J (Delta) (100.0%) (n = 3)	2021-12-03	2021-12-03	0	1	CENTRO (100.0%) (n = 3)	8.00 (100.0%) (n = 3)
root_dist-47x1.0	132	3	Portugal/PT22529/2021,Portugal/PT24814/2021,Portugal/PT23663/2021	AY.126 (100.0%) (n = 3)	21J (Delta) (100.0%) (n = 3)	2021-11-28	2021-12-27	29	1	NORTE (100.0%) (n = 3)	8.00 (100.0%) (n = 3)
root_dist-47x1.0	107	3	Portugal/PT23352/2021,Portugal/PT22309/2021,Portugal/PT23343/2021	AY.22 (66.7%), AY.122 (33.3%) (n = 3)	21J (Delta) (100.0%) (n = 3)	2021-11-28	2021-12-06	8	2	LX V TEJO (66.7%), ALENTEJO (33.3%) (n = 3)	9.00 (100.0%) (n = 3)
root_dist-47x1.0	20	3	Portugal/PT21674/2021,Portugal/PT24078/2021,Portugal/PT24592/2021	AY.94 (66.7%), B.1.617.2 (33.3%) (n = 3)	21J (Delta) (100.0%) (n = 3)	2021-11-16	2021-12-28	42	1	NORTE (100.0%) (n = 3)	7.00 (100.0%) (n = 3)
root_dist-47x1.0	82	59	Portugal/PT20753/2021,Portugal/PT20662/2021,Portugal/PT20660/2021,Portugal/PT21682/2021,Portugal/PT20701/2021,Portugal/PT20694/2021,Portugal/PT22801/2021,Portugal/PT21368/2021,Portugal/PT20930/2021,Portugal/PT20920/2021,Portugal/PT21112/2021,Portugal/PT23145/2021,Portugal/PT23166/2021,Portugal/PT21127/2021,Portugal/PT23132/2021,Portugal/PT23167/2021,Portugal/PT22467/2021,Portugal/PT22466/2021,Portugal/PT22468/2021,Portugal/PT20924/2021,Portugal/PT20925/2021,Portugal/PT20926/2021,Portugal/PT22284/2021,Portugal/PT23940/2021,Portugal/PT21141/2021,Portugal/PT22023/2021,Portugal/PT20923/2021,Portugal/PT21503/2021,Portugal/PT20653/2021,Portugal/PT24095/2021,Portugal/PT24736/2021,Portugal/PT22291/2021,Portugal/PT22478/2021,Portugal/PT21959/2021,Portugal/PT23399/2021,Portugal/PT23674/2021,Portugal/PT23518/2021,Portugal/PT22444/2021,Portugal/PT22942/2021,Portugal/PT23428/2021,Portugal/PT23781/2021,Portugal/PT21692/2021,Portugal/PT21677/2021,Portugal/PT20907/2021,Portugal/PT21435/2021,Portugal/PT21436/2021,Portugal/PT20929/2021,Portugal/PT21508/2021,Portugal/PT20639/2021,Portugal/PT20640/2021,Portugal/PT20990/2021,Portugal/PT20932/2021,Portugal/PT22535/2021,Portugal/PT23394/2021,Portugal/PT23393/2021,Portugal/PT23655/2021,Portugal/PT24618/2021,Portugal/PT24620/2021,Portugal/PT23513/2021	AY.124.1 (100.0%) (n = 59)	21J (Delta) (100.0%) (n = 59)	2021-11-01	2021-12-28	57	4	NORTE (55.9%), CENTRO (33.9%), LX V TEJO (6.8%), MADEIRA-RA (3.4%) (n = 59)	9.00 (61.0%), 8.00 (37.3%), 10.00 (1.7%) (n = 59)
root_dist-47x1.0	122	4	Portugal/PT23248/2021,Portugal/PT23752/2021,Portugal/PT25215/2022,Portugal/PT25216/2022	AY.4.2 (100.0%) (n = 4)	21J (Delta) (100.0%) (n = 4)	2021-12-06	2022-01-02	27	1	ALGARVE (100.0%) (n = 4)	10.00 (100.0%) (n = 4)
root_dist-47x1.0	9	2	Portugal/PT24846/2022,Portugal/PT24844/2022	AY.122 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2022-01-03	2022-01-03	0	1	ALENTEJO (100.0%) (n = 2)	9.00 (100.0%) (n = 2)
root_dist-47x1.0	3	2	Portugal/PT24852/2022,Portugal/PT24854/2022	AY.122 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2022-01-03	2022-01-03	0	1	ALENTEJO (100.0%) (n = 2)	7.00 (100.0%) (n = 2)
root_dist-47x1.0	22	3	Portugal/PT22375/2021,Portugal/PT23793/2021,Portugal/PT23218/2021	AY.98.1 (100.0%) (n = 3)	21J (Delta) (100.0%) (n = 3)	2021-11-29	2021-12-06	7	2	ACORES-RA (66.7%), NORTE (33.3%) (n = 3)	9.00 (100.0%) (n = 3)
root_dist-47x1.0	55	3	Portugal/PT22819/2021,Portugal/PT24581/2021,Portugal/PT23673/2021	AY.42 (100.0%) (n = 3)	21J (Delta) (100.0%) (n = 3)	2021-11-30	2021-12-28	28	1	CENTRO (100.0%) (n = 3)	8.00 (100.0%) (n = 3)
root_dist-47x1.0	41	12	Portugal/PT21453/2021,Portugal/PT21475/2021,Portugal/PT22163/2021,Portugal/PT21870/2021,Portugal/PT21905/2021,Portugal/PT21895/2021,Portugal/PT21906/2021,Portugal/PT21669/2021,Portugal/PT21667/2021,Portugal/PT21470/2021,Portugal/PT21670/2021,Portugal/PT21668/2021	AY.121 (100.0%) (n = 12)	21J (Delta) (100.0%) (n = 12)	2021-11-14	2021-11-23	9	3	ALGARVE (58.3%), CENTRO (33.3%), LX V TEJO (8.3%) (n = 12)	8.00 (58.3%), 9.00 (33.3%), 10.00 (8.3%) (n = 12)
root_dist-47x1.0	72	47	Portugal/PT20905/2021,Portugal/PT21325/2021,Portugal/PT22269/2021,Portugal/PT22270/2021,Portugal/PT22268/2021,Portugal/PT22267/2021,Portugal/PT20438/2021,Portugal/PT21323/2021,Portugal/PT20914/2021,Portugal/PT21432/2021,Portugal/PT22051/2021,Portugal/PT22792/2021,Portugal/PT21327/2021,Portugal/PT22018/2021,Portugal/PT21108/2021,Portugal/PT23037/2021,Portugal/PT22147/2021,Portugal/PT23050/2021,Portugal/PT21570/2021,Portugal/PT23042/2021,Portugal/PT24729/2021,Portugal/PT24613/2021,Portugal/PT25191/2022,Portugal/PT23051/2021,Portugal/PT22034/2021,Portugal/PT23701/2021,Portugal/PT22035/2021,Portugal/PT22157/2021,Portugal/PT22807/2021,Portugal/PT22946/2021,Portugal/PT24035/2021,Portugal/PT22348/2021,Portugal/PT24144/2021,Portugal/PT23677/2021,Portugal/PT23706/2021,Portugal/PT24718/2021,Portugal/PT24576/2021,Portugal/PT23492/2021,Portugal/PT22396/2021,Portugal/PT22404/2021,Portugal/PT23014/2021,Portugal/PT23043/2021,Portugal/PT22796/2021,Portugal/PT22812/2021,Portugal/PT23926/2021,Portugal/PT23288/2021,Portugal/PT23289/2021	AY.124 (100.0%) (n = 47)	21J (Delta) (100.0%) (n = 47)	2021-11-02	2022-01-04	63	3	CENTRO (70.2%), NORTE (27.7%), ALENTEJO (2.1%) (n = 47)	9.00 (93.6%), 10.00 (4.3%), 8.00 (2.1%) (n = 47)
root_dist-47x1.0	38	2	Portugal/PT21657/2021,Portugal/PT22257/2021	AY.125 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-15	2021-11-19	4	1	NORTE (100.0%) (n = 2)	8.00 (100.0%) (n = 2)
root_dist-47x1.0	114	3	Portugal/PT23628/2021,Portugal/PT24804/2021,Portugal/PT23632/2021	AY.4.9 (100.0%) (n = 3)	21J (Delta) (100.0%) (n = 3)	2021-12-12	2021-12-27	15	1	NORTE (100.0%) (n = 3)	8.00 (100.0%) (n = 3)
root_dist-47x1.0	74	3	Portugal/PT20485/2021,Portugal/PT21111/2021,Portugal/PT20999/2021	AY.124 (100.0%) (n = 3)	21J (Delta) (100.0%) (n = 3)	2021-11-02	2021-11-08	6	1	CENTRO (100.0%) (n = 3)	9.00 (100.0%) (n = 3)
root_dist-47x1.0	15	2	Portugal/PT24430/2021,Portugal/PT24920/2022	AY.43 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-12-27	2022-01-02	6	1	ALENTEJO (100.0%) (n = 2)	8.00 (100.0%) (n = 2)
root_dist-47x1.0	80	17	Portugal/PT21263/2021,Portugal/PT21252/2021,Portugal/PT21251/2021,Portugal/PT23549/2021,Portugal/PT21731/2021,Portugal/PT21774/2021,Portugal/PT21757/2021,Portugal/PT21775/2021,Portugal/PT22921/2021,Portugal/PT22562/2021,Portugal/PT22563/2021,Portugal/PT21257/2021,Portugal/PT21773/2021,Portugal/PT22557/2021,Portugal/PT22895/2021,Portugal/PT23986/2021,Portugal/PT23088/2021	AY.124 (100.0%) (n = 17)	21J (Delta) (100.0%) (n = 17)	2021-11-15	2021-12-20	35	3	ALENTEJO (88.2%), NORTE (5.9%), ALGARVE (5.9%) (n = 17)	8.00 (64.7%), 9.00 (35.3%) (n = 17)
root_dist-47x1.0	110	4	Portugal/PT22688/2021,Portugal/PT23251/2021,Portugal/PT24541/2021,Portugal/PT25217/2022	AY.4 (100.0%) (n = 4)	21J (Delta) (100.0%) (n = 4)	2021-11-29	2022-01-02	34	2	ALGARVE (75.0%), LX V TEJO (25.0%) (n = 4)	9.00 (100.0%) (n = 4)
root_dist-47x1.0	51	2	Portugal/PT20745/2021,Portugal/PT20746/2021	AY.42 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-08	2021-11-09	1	1	NORTE (100.0%) (n = 2)	9.00 (100.0%) (n = 2)
root_dist-47x1.0	115	2	Portugal/PT24112/2021,Portugal/PT24791/2021	AY.4.2 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-12-21	2021-12-27	6	2	LX V TEJO (50.0%), NORTE (50.0%) (n = 2)	10.00 (100.0%) (n = 2)
root_dist-47x1.0	116	5	Portugal/PT22324/2021,Portugal/PT22862/2021,Portugal/PT21806/2021,Portugal/PT22861/2021,Portugal/PT22859/2021	AY.4.2 (100.0%) (n = 5)	21J (Delta) (100.0%) (n = 5)	2021-11-22	2021-12-05	13	1	LX V TEJO (100.0%) (n = 5)	10.00 (100.0%) (n = 5)
root_dist-47x1.0	42	2	Portugal/PT23686/2021,Portugal/PT23688/2021	AY.121 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-12-13	2021-12-13	0	1	NORTE (100.0%) (n = 2)	8.00 (100.0%) (n = 2)
root_dist-47x1.0	139	3435	list is too large, check *metadata_w_partitions.tsv	BA.1 (81.8%), BA.1.1 (18.2%) (n = 3435)	21K (Omicron) (100.0%) (n = 3435)	2021-11-19	2022-02-08	81	7	NORTE (23.1%), LX V TEJO (19.4%), ALENTEJO (17.8%), CENTRO (14.6%), ALGARVE (9.5%), ACORES-RA (9.4%), MADEIRA-RA (6.1%) (n = 3435)	27.00 (75.7%), 28.00 (23.1%), 29.00 (0.9%), 26.00 (0.3%), 25.00 (0.1%) (n = 3435)
root_dist-47x1.0	11	7	Portugal/PT22553/2021,Portugal/PT22333/2021,Portugal/PT22339/2021,Portugal/PT23188/2021,Portugal/PT21788/2021,Portugal/PT22334/2021,Portugal/PT21787/2021	AY.122 (100.0%) (n = 7)	21J (Delta) (100.0%) (n = 7)	2021-11-23	2021-12-06	13	1	ALENTEJO (100.0%) (n = 7)	7.00 (100.0%) (n = 7)
root_dist-47x1.0	24	2	Portugal/PT21357/2021,Portugal/PT21361/2021	AY.98.1 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-15	2021-11-16	1	1	NORTE (100.0%) (n = 2)	8.00 (100.0%) (n = 2)
root_dist-47x1.0	105	6	Portugal/PT21013/2021,Portugal/PT21015/2021,Portugal/PT21011/2021,Portugal/PT21565/2021,Portugal/PT22630/2021,Portugal/PT22627/2021	AY.22 (100.0%) (n = 6)	21J (Delta) (100.0%) (n = 6)	2021-11-05	2021-11-24	19	1	ACORES-RA (100.0%) (n = 6)	9.00 (100.0%) (n = 6)
root_dist-47x1.0	127	5	Portugal/PT23381/2021,Portugal/PT23386/2021,Portugal/PT23387/2021,Portugal/PT23395/2021,Portugal/PT23372/2021	AY.4 (100.0%) (n = 5)	21J (Delta) (100.0%) (n = 5)	2021-12-08	2021-12-08	0	1	MADEIRA-RA (100.0%) (n = 5)	8.00 (100.0%) (n = 5)
root_dist-47x1.0	119	3	Portugal/PT22541/2021,Portugal/PT23408/2021,Portugal/PT23636/2021	AY.4.2.1 (100.0%) (n = 3)	21J (Delta) (100.0%) (n = 3)	2021-11-29	2021-12-14	15	1	NORTE (100.0%) (n = 3)	11.00 (66.7%), 12.00 (33.3%) (n = 3)
root_dist-47x1.0	7	2	Portugal/PT20374/2021,Portugal/PT22166/2021	AY.122 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-02	2021-11-22	20	2	ALGARVE (50.0%), LX V TEJO (50.0%) (n = 2)	8.00 (100.0%) (n = 2)
root_dist-47x1.0	47	29	Portugal/PT20476/2021,Portugal/PT20940/2021,Portugal/PT21329/2021,Portugal/PT22075/2021,Portugal/PT23024/2021,Portugal/PT23025/2021,Portugal/PT22254/2021,Portugal/PT22380/2021,Portugal/PT24051/2021,Portugal/PT23032/2021,Portugal/PT21246/2021,Portugal/PT21455/2021,Portugal/PT21887/2021,Portugal/PT21253/2021,Portugal/PT21638/2021,Portugal/PT22550/2021,Portugal/PT22584/2021,Portugal/PT22587/2021,Portugal/PT20738/2021,Portugal/PT21083/2021,Portugal/PT21805/2021,Portugal/PT21698/2021,Portugal/PT21352/2021,Portugal/PT21497/2021,Portugal/PT21803/2021,Portugal/PT21804/2021,Portugal/PT22233/2021,Portugal/PT22229/2021,Portugal/PT22234/2021	AY.103 (96.6%), AY.4 (3.4%) (n = 29)	21J (Delta) (100.0%) (n = 29)	2021-11-01	2021-12-19	48	5	NORTE (37.9%), LX V TEJO (31.0%), ALENTEJO (20.7%), ALGARVE (6.9%), CENTRO (3.4%) (n = 29)	9.00 (100.0%) (n = 29)
root_dist-47x1.0	1	2	Portugal/PT22783/2021,Portugal/PT22782/2021	AY.122 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-26	2021-11-26	0	1	MADEIRA-RA (100.0%) (n = 2)	9.00 (100.0%) (n = 2)
root_dist-47x1.0	83	2	Portugal/PT20448/2021,Portugal/PT20913/2021	AY.124 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-02	2021-11-09	7	1	CENTRO (100.0%) (n = 2)	8.00 (100.0%) (n = 2)
root_dist-47x1.0	77	2	Portugal/PT22965/2021,Portugal/PT22971/2021	AY.124 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-12-03	2021-12-05	2	1	ALENTEJO (100.0%) (n = 2)	8.00 (100.0%) (n = 2)
root_dist-47x1.0	135	2	Portugal/PT23746/2021,Portugal/PT24032/2021	B.1.617.2 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-12-13	2021-12-21	8	1	ALGARVE (100.0%) (n = 2)	8.00 (100.0%) (n = 2)
root_dist-47x1.0	71	2	Portugal/PT20812/2021,Portugal/PT20818/2021	AY.124 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-08	2021-11-09	1	2	ALENTEJO (50.0%), LX V TEJO (50.0%) (n = 2)	10.00 (100.0%) (n = 2)
root_dist-47x1.0	2	3	Portugal/PT21409/2021,Portugal/PT20986/2021,Portugal/PT23098/2021	AY.122 (100.0%) (n = 3)	21J (Delta) (100.0%) (n = 3)	2021-11-08	2021-12-05	27	1	NORTE (100.0%) (n = 3)	7.00 (100.0%) (n = 3)
root_dist-47x1.0	125	5	Portugal/PT24777/2021,Portugal/PT22177/2021,Portugal/PT22187/2021,Portugal/PT22179/2021,Portugal/PT22178/2021	AY.4 (100.0%) (n = 5)	21J (Delta) (100.0%) (n = 5)	2021-11-22	2021-12-27	35	1	MADEIRA-RA (100.0%) (n = 5)	8.00 (100.0%) (n = 5)
root_dist-47x1.0	121	3	Portugal/PT21913/2021,Portugal/PT22310/2021,Portugal/PT22311/2021	AY.4.2 (100.0%) (n = 3)	21J (Delta) (100.0%) (n = 3)	2021-11-23	2021-11-28	5	2	ALENTEJO (66.7%), ALGARVE (33.3%) (n = 3)	10.00 (100.0%) (n = 3)
root_dist-47x1.0	59	5	Portugal/PT20625/2021,Portugal/PT20821/2021,Portugal/PT22011/2021,Portugal/PT23064/2021,Portugal/PT24325/2021	AY.124 (100.0%) (n = 5)	21J (Delta) (100.0%) (n = 5)	2021-11-01	2021-12-20	49	4	LX V TEJO (40.0%), CENTRO (20.0%), ALENTEJO (20.0%), ACORES-RA (20.0%) (n = 5)	9.00 (100.0%) (n = 5)
root_dist-47x1.0	130	2	Portugal/PT21308/2021,Portugal/PT21307/2021	AY.4 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-12	2021-11-12	0	1	ALENTEJO (100.0%) (n = 2)	10.00 (100.0%) (n = 2)
root_dist-47x1.0	14	2	Portugal/PT21590/2021,Portugal/PT23204/2021	AY.43 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-16	2021-12-01	15	2	LX V TEJO (50.0%), ACORES-RA (50.0%) (n = 2)	7.00 (100.0%) (n = 2)
root_dist-47x1.0	52	2	Portugal/PT20809/2021,Portugal/PT20810/2021	AY.42 (100.0%) (n = 2)	21J (Delta) (100.0%) (n = 2)	2021-11-09	2021-11-09	0	1	LX V TEJO (100.0%) (n = 2)	9.00 (100.0%) (n = 2)
root_dist-47x1.0	28	8	Portugal/PT21793/2021,Portugal/PT22870/2021,Portugal/PT22868/2021,Portugal/PT22244/2021,Portugal/PT22860/2021,Portugal/PT21796/2021,Portugal/PT21795/2021,Portugal/PT22327/2021	AY.34.1 (100.0%) (n = 8)	21J (Delta) (100.0%) (n = 8)	2021-11-19	2021-12-06	17	1	LX V TEJO (100.0%) (n = 8)	9.00 (100.0%) (n = 8)
root_dist-47x1.0	87	4	Portugal/PT24843/2022,Portugal/PT24506/2021,Portugal/PT24841/2022,Portugal/PT24845/2022	AY.4 (100.0%) (n = 4)	21J (Delta) (100.0%) (n = 4)	2021-12-28	2022-01-03	6	1	ALENTEJO (100.0%) (n = 4)	9.00 (100.0%) (n = 4)
root_dist-47x1.0	79	24	Portugal/PT22930/2021,Portugal/PT21267/2021,Portugal/PT22549/2021,Portugal/PT22547/2021,Portugal/PT22551/2021,Portugal/PT22585/2021,Portugal/PT22911/2021,Portugal/PT22568/2021,Portugal/PT22559/2021,Portugal/PT22897/2021,Portugal/PT22898/2021,Portugal/PT22893/2021,Portugal/PT23579/2021,Portugal/PT23581/2021,Portugal/PT22583/2021,Portugal/PT22908/2021,Portugal/PT22926/2021,Portugal/PT22927/2021,Portugal/PT22906/2021,Portugal/PT22907/2021,Portugal/PT22570/2021,Portugal/PT22571/2021,Portugal/PT22589/2021,Portugal/PT22558/2021	AY.124 (100.0%) (n = 24)	21J (Delta) (100.0%) (n = 24)	2021-11-16	2021-12-14	28	2	ALENTEJO (91.7%), LX V TEJO (8.3%) (n = 24)	8.00 (100.0%) (n = 24)
root_dist-47x1.0	104	4	Portugal/PT21302/2021,Portugal/PT21183/2021,Portugal/PT21179/2021,Portugal/PT21159/2021	AY.22 (100.0%) (n = 4)	21J (Delta) (100.0%) (n = 4)	2021-11-07	2021-11-15	8	1	LX V TEJO (100.0%) (n = 4)	9.00 (100.0%) (n = 4)
root_dist-47x1.0	13	7	Portugal/PT23480/2021,Portugal/PT22969/2021,Portugal/PT23466/2021,Portugal/PT23467/2021,Portugal/PT23463/2021,Portugal/PT23465/2021,Portugal/PT23464/2021	AY.43 (100.0%) (n = 7)	21J (Delta) (100.0%) (n = 7)	2021-12-04	2021-12-14	10	2	ALENTEJO (85.7%), LX V TEJO (14.3%) (n = 7)	8.00 (100.0%) (n = 7)
